,prob
6_IL26_IL10RB_0,0.3963971
6_IL26_IL10RB_1,0.40706268
6_IL26_IL10RB_2,0.40706313
6_IL26_IL10RB_3,0.39282012
6_IL26_IL10RB_4,0.42055187
6_IL26_IL10RB_5,0.35217658
6_IL26_IL10RB_6,0.40374264
6_IL26_IL20RA_0,0.40805635
6_IL26_IL20RA_1,0.40710816
6_IL26_IL20RA_2,0.40710866
6_IL26_IL20RA_3,0.4078044
6_IL26_IL20RA_4,0.4136928
6_IL26_IL20RA_5,0.38068232
6_IL26_IL20RA_6,0.40346703
6_IFNG_IFNGR2_0,0.42177567
6_IFNG_IFNGR2_1,0.4196937
6_IFNG_IFNGR2_2,0.41969395
6_IFNG_IFNGR2_3,0.43956128
6_IFNG_IFNGR2_4,0.44801185
6_IFNG_IFNGR2_5,0.4895102
6_IFNG_IFNGR2_6,0.41755083
6_IFNG_IFNGR1_0,0.47614726
6_IFNG_IFNGR1_1,0.4224842
6_IFNG_IFNGR1_2,0.4224845
6_IFNG_IFNGR1_3,0.551915
6_IFNG_IFNGR1_4,0.46040806
6_IFNG_IFNGR1_5,0.5312341
6_IFNG_IFNGR1_6,0.4201804
6_GNB3_GABBR2_0,0.4099952
6_GNB3_GABBR2_1,0.40793648
6_GNB3_GABBR2_2,0.40793696
6_GNB3_GABBR2_3,0.40983257
6_GNB3_GABBR2_4,0.41487512
6_GNB3_GABBR2_5,0.38573122
6_GNB3_GABBR2_6,0.40424016
6_ULBP1_KLRK1_0,0.6507356
6_ULBP1_KLRK1_1,0.60183406
6_ULBP1_KLRK1_2,0.60183483
6_ULBP1_KLRK1_3,0.6794587
6_ULBP1_KLRK1_4,0.63637024
6_ULBP1_KLRK1_5,0.6844988
6_ULBP1_KLRK1_6,0.5886418
6_LAMA4_ITGA3_0,0.6053656
6_LAMA4_ITGA3_1,0.55573934
6_LAMA4_ITGA3_2,0.5557398
6_LAMA4_ITGA3_3,0.6069247
6_LAMA4_ITGA3_4,0.6078364
6_LAMA4_ITGA3_5,0.61674434
6_LAMA4_ITGA3_6,0.55270284
6_HBEGF_CD82_0,0.57360625
6_HBEGF_CD82_1,0.6040926
6_HBEGF_CD82_2,0.60409325
6_HBEGF_CD82_3,0.59427434
6_HBEGF_CD82_4,0.6949928
6_HBEGF_CD82_5,0.6014239
6_HBEGF_CD82_6,0.6030997
6_HBEGF_ERBB2_0,0.56021154
6_HBEGF_ERBB2_1,0.5231586
6_HBEGF_ERBB2_2,0.5231593
6_HBEGF_ERBB2_3,0.56557447
6_HBEGF_ERBB2_4,0.5630383
6_HBEGF_ERBB2_5,0.5895635
6_HBEGF_ERBB2_6,0.5465469
6_HBEGF_EGFR_0,0.46253765
6_HBEGF_EGFR_1,0.4470221
6_HBEGF_EGFR_2,0.44702253
6_HBEGF_EGFR_3,0.47703242
6_HBEGF_EGFR_4,0.48392093
6_HBEGF_EGFR_5,0.4815993
6_HBEGF_EGFR_6,0.4441973
6_HBEGF_ERBB4_0,0.4311519
6_HBEGF_ERBB4_1,0.4214653
6_HBEGF_ERBB4_2,0.42146584
6_HBEGF_ERBB4_3,0.4323505
6_HBEGF_ERBB4_4,0.4352233
6_HBEGF_ERBB4_5,0.4106176
6_HBEGF_ERBB4_6,0.41760802
6_HBEGF_CD9_0,0.5384127
6_HBEGF_CD9_1,0.4545927
6_HBEGF_CD9_2,0.45459554
6_HBEGF_CD9_3,0.56891495
6_HBEGF_CD9_4,0.59682024
6_HBEGF_CD9_5,0.5640083
6_HBEGF_CD9_6,0.4530671
6_LTF_LRP1_0,0.5084334
6_LTF_LRP1_1,0.49025154
6_LTF_LRP1_2,0.49025214
6_LTF_LRP1_3,0.50854284
6_LTF_LRP1_4,0.5317759
6_LTF_LRP1_5,0.50479054
6_LTF_LRP1_6,0.4864072
6_TFPI_LRP1_0,0.5871389
6_TFPI_LRP1_1,0.57863516
6_TFPI_LRP1_2,0.5786355
6_TFPI_LRP1_3,0.66423804
6_TFPI_LRP1_4,0.6754389
6_TFPI_LRP1_5,0.60015017
6_TFPI_LRP1_6,0.5778469
6_TFPI_F3_0,0.6415282
6_TFPI_F3_1,0.59907967
6_TFPI_F3_2,0.59908134
6_TFPI_F3_3,0.6799237
6_TFPI_F3_4,0.6733561
6_TFPI_F3_5,0.6258103
6_TFPI_F3_6,0.6246297
6_WNT6_FZD4_0,0.41327515
6_WNT6_FZD4_1,0.4107498
6_WNT6_FZD4_2,0.4107503
6_WNT6_FZD4_3,0.4134911
6_WNT6_FZD4_4,0.41986465
6_WNT6_FZD4_5,0.39306244
6_WNT6_FZD4_6,0.40698013
6_ANGPTL1_TEK_0,0.4209546
6_ANGPTL1_TEK_1,0.4051886
6_ANGPTL1_TEK_2,0.40518904
6_ANGPTL1_TEK_3,0.3485342
6_ANGPTL1_TEK_4,0.44027415
6_ANGPTL1_TEK_5,0.41679588
6_ANGPTL1_TEK_6,0.4021081
6_TGFB3_ITGB6_0,0.41057476
6_TGFB3_ITGB6_1,0.4082065
6_TGFB3_ITGB6_2,0.40820697
6_TGFB3_ITGB6_3,0.41036868
6_TGFB3_ITGB6_4,0.4151363
6_TGFB3_ITGB6_5,0.38524523
6_TGFB3_ITGB6_6,0.4045154
6_TGFB3_ITGB3_0,0.5231273
6_TGFB3_ITGB3_1,0.4949977
6_TGFB3_ITGB3_2,0.49499834
6_TGFB3_ITGB3_3,0.5398335
6_TGFB3_ITGB3_4,0.53128123
6_TGFB3_ITGB3_5,0.5207227
6_TGFB3_ITGB3_6,0.4915097
6_TGFB3_TGFBR2_0,0.61180484
6_TGFB3_TGFBR2_1,0.581452
6_TGFB3_TGFBR2_2,0.5814516
6_TGFB3_TGFBR2_3,0.60161585
6_TGFB3_TGFBR2_4,0.60700595
6_TGFB3_TGFBR2_5,0.58589584
6_TGFB3_TGFBR2_6,0.58114207
6_TGFB3_ITGB5_0,0.5257501
6_TGFB3_ITGB5_1,0.4985102
6_TGFB3_ITGB5_2,0.49851087
6_TGFB3_ITGB5_3,0.5292265
6_TGFB3_ITGB5_4,0.52806884
6_TGFB3_ITGB5_5,0.5226352
6_TGFB3_ITGB5_6,0.4947392
6_IFNA7_IFNAR2_0,0.45060208
6_IFNA7_IFNAR2_1,0.44342628
6_IFNA7_IFNAR2_2,0.44342697
6_IFNA7_IFNAR2_3,0.45446953
6_IFNA7_IFNAR2_4,0.47542915
6_IFNA7_IFNAR2_5,0.42782643
6_IFNA7_IFNAR2_6,0.43274522
6_IFNA7_IFNAR1_0,0.44512346
6_IFNA7_IFNAR1_1,0.43743536
6_IFNA7_IFNAR1_2,0.437436
6_IFNA7_IFNAR1_3,0.4479505
6_IFNA7_IFNAR1_4,0.46954775
6_IFNA7_IFNAR1_5,0.4206632
6_IFNA7_IFNAR1_6,0.42618227
6_IAPP_RAMP1_0,0.4636556
6_IAPP_RAMP1_1,0.40958717
6_IAPP_RAMP1_2,0.40958723
6_IAPP_RAMP1_3,0.471843
6_IAPP_RAMP1_4,0.45002624
6_IAPP_RAMP1_5,0.5103548
6_IAPP_RAMP1_6,0.40876195
6_IAPP_CALCR_0,0.4209713
6_IAPP_CALCR_1,0.41759643
6_IAPP_CALCR_2,0.41759703
6_IAPP_CALCR_3,0.42174652
6_IAPP_CALCR_4,0.4337255
6_IAPP_CALCR_5,0.39283606
6_IAPP_CALCR_6,0.41422912
6_IAPP_GPR84_0,0.5181155
6_IAPP_GPR84_1,0.35955855
6_IAPP_GPR84_2,0.35955855
6_IAPP_GPR84_3,0.48823115
6_IAPP_GPR84_4,0.45292985
6_IAPP_GPR84_5,0.52342606
6_IAPP_GPR84_6,0.35895228
6_IAPP_ADRB3_0,0.42192554
6_IAPP_ADRB3_1,0.4199909
6_IAPP_ADRB3_2,0.41999134
6_IAPP_ADRB3_3,0.4227655
6_IAPP_ADRB3_4,0.43358597
6_IAPP_ADRB3_5,0.3993783
6_IAPP_ADRB3_6,0.4160421
6_IAPP_ADCYAP1R1_0,0.4345734
6_IAPP_ADCYAP1R1_1,0.42830062
6_IAPP_ADCYAP1R1_2,0.42830122
6_IAPP_ADCYAP1R1_3,0.43626413
6_IAPP_ADCYAP1R1_4,0.4466622
6_IAPP_ADCYAP1R1_5,0.4204503
6_IAPP_ADCYAP1R1_6,0.4241922
6_IAPP_VIPR1_0,0.4593614
6_IAPP_VIPR1_1,0.44885778
6_IAPP_VIPR1_2,0.4488584
6_IAPP_VIPR1_3,0.46082988
6_IAPP_VIPR1_4,0.4693536
6_IAPP_VIPR1_5,0.44875678
6_IAPP_VIPR1_6,0.44173774
6_TNFSF10_TNFRSF11B_0,0.48108009
6_TNFSF10_TNFRSF11B_1,0.41477203
6_TNFSF10_TNFRSF11B_2,0.41477132
6_TNFSF10_TNFRSF11B_3,0.5055217
6_TNFSF10_TNFRSF11B_4,0.4686769
6_TNFSF10_TNFRSF11B_5,0.4952978
6_TNFSF10_TNFRSF11B_6,0.4624566
6_TNFSF10_TNFRSF10B_0,0.5778369
6_TNFSF10_TNFRSF10B_1,0.53360206
6_TNFSF10_TNFRSF10B_2,0.53360206
6_TNFSF10_TNFRSF10B_3,0.60010856
6_TNFSF10_TNFRSF10B_4,0.60067254
6_TNFSF10_TNFRSF10B_5,0.6017263
6_TNFSF10_TNFRSF10B_6,0.53363305
6_TNFSF10_TNFRSF10D_0,0.6085956
6_TNFSF10_TNFRSF10D_1,0.5373439
6_TNFSF10_TNFRSF10D_2,0.53734416
6_TNFSF10_TNFRSF10D_3,0.62886566
6_TNFSF10_TNFRSF10D_4,0.6134278
6_TNFSF10_TNFRSF10D_5,0.62363046
6_TNFSF10_TNFRSF10D_6,0.537106
6_TNFSF10_RIPK1_0,0.6782079
6_TNFSF10_RIPK1_1,0.6893477
6_TNFSF10_RIPK1_2,0.6893487
6_TNFSF10_RIPK1_3,0.66524076
6_TNFSF10_RIPK1_4,0.6545582
6_TNFSF10_RIPK1_5,0.69200414
6_TNFSF10_RIPK1_6,0.69069386
6_EREG_ERBB3_0,0.55429167
6_EREG_ERBB3_1,0.52951795
6_EREG_ERBB3_2,0.52951807
6_EREG_ERBB3_3,0.5625763
6_EREG_ERBB3_4,0.56610703
6_EREG_ERBB3_5,0.5373574
6_EREG_ERBB3_6,0.52706975
6_EREG_ERBB4_0,0.41979733
6_EREG_ERBB4_1,0.41627517
6_EREG_ERBB4_2,0.41627565
6_EREG_ERBB4_3,0.4211053
6_EREG_ERBB4_4,0.42886117
6_EREG_ERBB4_5,0.4006984
6_EREG_ERBB4_6,0.41240922
6_EREG_EGFR_0,0.4094576
6_EREG_EGFR_1,0.40410796
6_EREG_EGFR_2,0.4041082
6_EREG_EGFR_3,0.43216673
6_EREG_EGFR_4,0.43524376
6_EREG_EGFR_5,0.45799887
6_EREG_EGFR_6,0.4023504
6_EREG_ERBB2_0,0.4750043
6_EREG_ERBB2_1,0.44983348
6_EREG_ERBB2_2,0.4498346
6_EREG_ERBB2_3,0.4921509
6_EREG_ERBB2_4,0.49580467
6_EREG_ERBB2_5,0.5416336
6_EREG_ERBB2_6,0.44832185
6_EFNB2_EPHB2_0,0.48180333
6_EFNB2_EPHB2_1,0.4621283
6_EFNB2_EPHB2_2,0.4621289
6_EFNB2_EPHB2_3,0.4805781
6_EFNB2_EPHB2_4,0.50444996
6_EFNB2_EPHB2_5,0.46833742
6_EFNB2_EPHB2_6,0.45816967
6_EFNB2_EPHA4_0,0.5690766
6_EFNB2_EPHA4_1,0.49672964
6_EFNB2_EPHA4_2,0.49673042
6_EFNB2_EPHA4_3,0.53665894
6_EFNB2_EPHA4_4,0.55736786
6_EFNB2_EPHA4_5,0.55681187
6_EFNB2_EPHA4_6,0.49258494
6_EFNB2_EPHA6_0,0.41058043
6_EFNB2_EPHA6_1,0.4084773
6_EFNB2_EPHA6_2,0.4084777
6_EFNB2_EPHA6_3,0.4104124
6_EFNB2_EPHA6_4,0.41547397
6_EFNB2_EPHA6_5,0.38613692
6_EFNB2_EPHA6_6,0.40478638
6_EFNB2_EPHA3_0,0.46603534
6_EFNB2_EPHA3_1,0.44014144
6_EFNB2_EPHA3_2,0.44014204
6_EFNB2_EPHA3_3,0.4668522
6_EFNB2_EPHA3_4,0.4824612
6_EFNB2_EPHA3_5,0.44329318
6_EFNB2_EPHA3_6,0.43616912
6_EFNB2_EPHB6_0,0.48786116
6_EFNB2_EPHB6_1,0.46380112
6_EFNB2_EPHB6_2,0.46380165
6_EFNB2_EPHB6_3,0.4879516
6_EFNB2_EPHB6_4,0.5077048
6_EFNB2_EPHB6_5,0.47434494
6_EFNB2_EPHB6_6,0.459157
6_EFNB2_PECAM1_0,0.62530476
6_EFNB2_PECAM1_1,0.60989356
6_EFNB2_PECAM1_2,0.6098942
6_EFNB2_PECAM1_3,0.6534929
6_EFNB2_PECAM1_4,0.6396041
6_EFNB2_PECAM1_5,0.6585719
6_EFNB2_PECAM1_6,0.6032471
6_EFNB2_RHBDL2_0,0.6260152
6_EFNB2_RHBDL2_1,0.5557683
6_EFNB2_RHBDL2_2,0.5557689
6_EFNB2_RHBDL2_3,0.61617655
6_EFNB2_RHBDL2_4,0.574583
6_EFNB2_RHBDL2_5,0.63429976
6_EFNB2_RHBDL2_6,0.5528229
6_EFNB2_GRM1_0,0.41713977
6_EFNB2_GRM1_1,0.41195652
6_EFNB2_GRM1_2,0.411957
6_EFNB2_GRM1_3,0.41737285
6_EFNB2_GRM1_4,0.42100656
6_EFNB2_GRM1_5,0.39554676
6_EFNB2_GRM1_6,0.40865386
6_BMP4_BMPR1A_0,0.47034454
6_BMP4_BMPR1A_1,0.45495865
6_BMP4_BMPR1A_2,0.45495936
6_BMP4_BMPR1A_3,0.46647918
6_BMP4_BMPR1A_4,0.49199426
6_BMP4_BMPR1A_5,0.45255974
6_BMP4_BMPR1A_6,0.44952306
6_BMP4_LRP6_0,0.51288396
6_BMP4_LRP6_1,0.4824766
6_BMP4_LRP6_2,0.48247728
6_BMP4_LRP6_3,0.5049898
6_BMP4_LRP6_4,0.538598
6_BMP4_LRP6_5,0.46754703
6_BMP4_LRP6_6,0.47851923
6_PSPN_GFRA3_0,0.40795514
6_PSPN_GFRA3_1,0.40702888
6_PSPN_GFRA3_2,0.4070294
6_PSPN_GFRA3_3,0.4077241
6_PSPN_GFRA3_4,0.4136258
6_PSPN_GFRA3_5,0.38144466
6_PSPN_GFRA3_6,0.4033792
6_PSPN_SDC3_0,0.4095547
6_PSPN_SDC3_1,0.40751347
6_PSPN_SDC3_2,0.40751413
6_PSPN_SDC3_3,0.4099566
6_PSPN_SDC3_4,0.41642794
6_PSPN_SDC3_5,0.38663292
6_PSPN_SDC3_6,0.4041952
6_PSPN_GFRA4_0,0.40812984
6_PSPN_GFRA4_1,0.40710974
6_PSPN_GFRA4_2,0.40711018
6_PSPN_GFRA4_3,0.40785432
6_PSPN_GFRA4_4,0.413656
6_PSPN_GFRA4_5,0.3809265
6_PSPN_GFRA4_6,0.40347132
6_TNFSF9_TNFRSF9_0,0.6285917
6_TNFSF9_TNFRSF9_1,0.580642
6_TNFSF9_TNFRSF9_2,0.58064336
6_TNFSF9_TNFRSF9_3,0.64068466
6_TNFSF9_TNFRSF9_4,0.618481
6_TNFSF9_TNFRSF9_5,0.67027754
6_TNFSF9_TNFRSF9_6,0.57875156
6_C3_CD46_0,0.6453422
6_C3_CD46_1,0.62582153
6_C3_CD46_2,0.6258227
6_C3_CD46_3,0.6457705
6_C3_CD46_4,0.70740014
6_C3_CD46_5,0.69674635
6_C3_CD46_6,0.6214848
6_C3_ITGAX_0,0.63788635
6_C3_ITGAX_1,0.61160904
6_C3_ITGAX_2,0.6116102
6_C3_ITGAX_3,0.6420693
6_C3_ITGAX_4,0.6648015
6_C3_ITGAX_5,0.6313178
6_C3_ITGAX_6,0.6113271
6_C3_CR1_0,0.5963295
6_C3_CR1_1,0.58320993
6_C3_CR1_2,0.5832107
6_C3_CR1_3,0.62286997
6_C3_CR1_4,0.6272223
6_C3_CR1_5,0.6056637
6_C3_CR1_6,0.5812652
6_C3_ITGAM_0,0.56683546
6_C3_ITGAM_1,0.5738624
6_C3_ITGAM_2,0.57386297
6_C3_ITGAM_3,0.5999053
6_C3_ITGAM_4,0.6039717
6_C3_ITGAM_5,0.6093786
6_C3_ITGAM_6,0.5711943
6_C3_C5AR2_0,0.57957363
6_C3_C5AR2_1,0.54597145
6_C3_C5AR2_2,0.5459723
6_C3_C5AR2_3,0.58726287
6_C3_C5AR2_4,0.6116058
6_C3_C5AR2_5,0.56717193
6_C3_C5AR2_6,0.5423737
6_C3_LRP1_0,0.4748865
6_C3_LRP1_1,0.4095267
6_C3_LRP1_2,0.40952685
6_C3_LRP1_3,0.5024939
6_C3_LRP1_4,0.49489567
6_C3_LRP1_5,0.49730453
6_C3_LRP1_6,0.40827575
6_C3_GRM7_0,0.42452988
6_C3_GRM7_1,0.41626906
6_C3_GRM7_2,0.41626957
6_C3_GRM7_3,0.4253699
6_C3_GRM7_4,0.42756477
6_C3_GRM7_5,0.40229586
6_C3_GRM7_6,0.41292295
6_C3_ITGB2_0,0.56788725
6_C3_ITGB2_1,0.50415283
6_C3_ITGB2_2,0.50415355
6_C3_ITGB2_3,0.58830404
6_C3_ITGB2_4,0.61129564
6_C3_ITGB2_5,0.541055
6_C3_ITGB2_6,0.50227
6_VASP_CXCR2_0,0.5853641
6_VASP_CXCR2_1,0.5616421
6_VASP_CXCR2_2,0.5616429
6_VASP_CXCR2_3,0.5736029
6_VASP_CXCR2_4,0.60330945
6_VASP_CXCR2_5,0.61347437
6_VASP_CXCR2_6,0.5576043
6_DLL4_NOTCH3_0,0.45159006
6_DLL4_NOTCH3_1,0.42722693
6_DLL4_NOTCH3_2,0.4272275
6_DLL4_NOTCH3_3,0.45133352
6_DLL4_NOTCH3_4,0.46720493
6_DLL4_NOTCH3_5,0.43519506
6_DLL4_NOTCH3_6,0.42339754
6_DLL4_NOTCH2_0,0.558922
6_DLL4_NOTCH2_1,0.5081678
6_DLL4_NOTCH2_2,0.50816786
6_DLL4_NOTCH2_3,0.54637384
6_DLL4_NOTCH2_4,0.5476815
6_DLL4_NOTCH2_5,0.5684269
6_DLL4_NOTCH2_6,0.5043941
6_TPH1_HTR7_0,0.4078858
6_TPH1_HTR7_1,0.40723142
6_TPH1_HTR7_2,0.4072318
6_TPH1_HTR7_3,0.407725
6_TPH1_HTR7_4,0.41400895
6_TPH1_HTR7_5,0.37959862
6_TPH1_HTR7_6,0.40359625
6_TPH1_HTR1A_0,0.40806088
6_TPH1_HTR1A_1,0.40707183
6_TPH1_HTR1A_2,0.4070723
6_TPH1_HTR1A_3,0.40780163
6_TPH1_HTR1A_4,0.4136318
6_TPH1_HTR1A_5,0.38109556
6_TPH1_HTR1A_6,0.40343055
6_TPH1_HTR1D_0,0.40552592
6_TPH1_HTR1D_1,0.4076538
6_TPH1_HTR1D_2,0.40765426
6_TPH1_HTR1D_3,0.40571675
6_TPH1_HTR1D_4,0.41518435
6_TPH1_HTR1D_5,0.36348906
6_TPH1_HTR1D_6,0.40401328
6_TPH1_HTR2C_0,0.40803877
6_TPH1_HTR2C_1,0.40709838
6_TPH1_HTR2C_2,0.40709874
6_TPH1_HTR2C_3,0.4077858
6_TPH1_HTR2C_4,0.41367236
6_TPH1_HTR2C_5,0.38071537
6_TPH1_HTR2C_6,0.40345708
6_TPH1_HTR2B_0,0.40660372
6_TPH1_HTR2B_1,0.40659532
6_TPH1_HTR2B_2,0.4065957
6_TPH1_HTR2B_3,0.40655494
6_TPH1_HTR2B_4,0.41361618
6_TPH1_HTR2B_5,0.37664592
6_TPH1_HTR2B_6,0.402909
6_TPH1_HTR4_0,0.4081051
6_TPH1_HTR4_1,0.40712988
6_TPH1_HTR4_2,0.40713024
6_TPH1_HTR4_3,0.40783894
6_TPH1_HTR4_4,0.41369796
6_TPH1_HTR4_5,0.38050893
6_TPH1_HTR4_6,0.40349185
6_TPH1_HTR6_0,0.40814188
6_TPH1_HTR6_1,0.40713015
6_TPH1_HTR6_2,0.40713057
6_TPH1_HTR6_3,0.40787044
6_TPH1_HTR6_4,0.41368982
6_TPH1_HTR6_5,0.3807087
6_TPH1_HTR6_6,0.40349174
6_APOE_SORL1_0,0.5714178
6_APOE_SORL1_1,0.48040488
6_APOE_SORL1_2,0.48040557
6_APOE_SORL1_3,0.55228406
6_APOE_SORL1_4,0.5640936
6_APOE_SORL1_5,0.56815076
6_APOE_SORL1_6,0.5039812
6_APOE_SCARB1_0,0.59202653
6_APOE_SCARB1_1,0.52698374
6_APOE_SCARB1_2,0.52698445
6_APOE_SCARB1_3,0.6154463
6_APOE_SCARB1_4,0.62501836
6_APOE_SCARB1_5,0.58459884
6_APOE_SCARB1_6,0.54810435
6_APOE_LRP4_0,0.46235737
6_APOE_LRP4_1,0.442492
6_APOE_LRP4_2,0.44249249
6_APOE_LRP4_3,0.4614059
6_APOE_LRP4_4,0.48219657
6_APOE_LRP4_5,0.45937404
6_APOE_LRP4_6,0.43858472
6_APOE_LDLR_0,0.5267666
6_APOE_LDLR_1,0.5295645
6_APOE_LDLR_2,0.52956706
6_APOE_LDLR_3,0.5477322
6_APOE_LDLR_4,0.59041333
6_APOE_LDLR_5,0.54524773
6_APOE_LDLR_6,0.5354282
6_APOE_LRP8_0,0.55924654
6_APOE_LRP8_1,0.5286042
6_APOE_LRP8_2,0.5286053
6_APOE_LRP8_3,0.5505383
6_APOE_LRP8_4,0.5770857
6_APOE_LRP8_5,0.5762679
6_APOE_LRP8_6,0.5286501
6_APOE_LRP6_0,0.5306984
6_APOE_LRP6_1,0.47026253
6_APOE_LRP6_2,0.4702631
6_APOE_LRP6_3,0.55333453
6_APOE_LRP6_4,0.5259843
6_APOE_LRP6_5,0.55191165
6_APOE_LRP6_6,0.49279162
6_APOE_SDC2_0,0.43977007
6_APOE_SDC2_1,0.380764
6_APOE_SDC2_2,0.38076457
6_APOE_SDC2_3,0.46708354
6_APOE_SDC2_4,0.45911613
6_APOE_SDC2_5,0.47734618
6_APOE_SDC2_6,0.38000712
6_APOE_LRP1_0,0.50682133
6_APOE_LRP1_1,0.43669686
6_APOE_LRP1_2,0.43669775
6_APOE_LRP1_3,0.53585327
6_APOE_LRP1_4,0.5377786
6_APOE_LRP1_5,0.5215866
6_APOE_LRP1_6,0.43477246
6_NCAN_SDC3_0,0.41070506
6_NCAN_SDC3_1,0.4083598
6_NCAN_SDC3_2,0.40836024
6_NCAN_SDC3_3,0.41102853
6_NCAN_SDC3_4,0.4168
6_NCAN_SDC3_5,0.38899234
6_NCAN_SDC3_6,0.4046445
6_BST2_LILRA4_0,0.6053416
6_BST2_LILRA4_1,0.5278283
6_BST2_LILRA4_2,0.52782875
6_BST2_LILRA4_3,0.61525774
6_BST2_LILRA4_4,0.61807066
6_BST2_LILRA4_5,0.66972595
6_BST2_LILRA4_6,0.5472155
6_F12_CD93_0,0.46286
6_F12_CD93_1,0.44232574
6_F12_CD93_2,0.4423263
6_F12_CD93_3,0.45859745
6_F12_CD93_4,0.484138
6_F12_CD93_5,0.4485878
6_F12_CD93_6,0.43919423
6_F12_GP1BA_0,0.42013964
6_F12_GP1BA_1,0.41122723
6_F12_GP1BA_2,0.4112278
6_F12_GP1BA_3,0.4210217
6_F12_GP1BA_4,0.42564335
6_F12_GP1BA_5,0.4012392
6_F12_GP1BA_6,0.40748826
6_CRP_CR1_0,0.40823165
6_CRP_CR1_1,0.4074699
6_CRP_CR1_2,0.40747035
6_CRP_CR1_3,0.40805945
6_CRP_CR1_4,0.41427454
6_CRP_CR1_5,0.37983945
6_CRP_CR1_6,0.40383315
6_TSHB_VIPR1_0,0.40886346
6_TSHB_VIPR1_1,0.4074237
6_TSHB_VIPR1_2,0.4074241
6_TSHB_VIPR1_3,0.4085983
6_TSHB_VIPR1_4,0.4140737
6_TSHB_VIPR1_5,0.38180932
6_TSHB_VIPR1_6,0.40377066
6_TSHB_ADCYAP1R1_0,0.4085076
6_TSHB_ADCYAP1R1_1,0.4072624
6_TSHB_ADCYAP1R1_2,0.4072629
6_TSHB_ADCYAP1R1_3,0.4082439
6_TSHB_ADCYAP1R1_4,0.413872
6_TSHB_ADCYAP1R1_5,0.3816515
6_TSHB_ADCYAP1R1_6,0.4036154
6_TSHB_GPR84_0,0.41433787
6_TSHB_GPR84_1,0.4101169
6_TSHB_GPR84_2,0.4101174
6_TSHB_GPR84_3,0.41442195
6_TSHB_GPR84_4,0.4177141
6_TSHB_GPR84_5,0.39128712
6_TSHB_GPR84_6,0.40639743
6_TSHB_ADRB3_0,0.40849575
6_TSHB_ADRB3_1,0.40726376
6_TSHB_ADRB3_2,0.40726423
6_TSHB_ADRB3_3,0.40822756
6_TSHB_ADRB3_4,0.41386208
6_TSHB_ADRB3_5,0.38161483
6_TSHB_ADRB3_6,0.4036173
6_DSC1_DSG3_0,0.47298765
6_DSC1_DSG3_1,0.45749745
6_DSC1_DSG3_2,0.45749816
6_DSC1_DSG3_3,0.47639135
6_DSC1_DSG3_4,0.50102186
6_DSC1_DSG3_5,0.5020568
6_DSC1_DSG3_6,0.45439386
6_LACRT_SDC1_0,0.40820837
6_LACRT_SDC1_1,0.40711975
6_LACRT_SDC1_2,0.40712023
6_LACRT_SDC1_3,0.40796813
6_LACRT_SDC1_4,0.41371915
6_LACRT_SDC1_5,0.38222277
6_LACRT_SDC1_6,0.40346804
6_GDF11_BMPR1A_0,0.44251594
6_GDF11_BMPR1A_1,0.4220954
6_GDF11_BMPR1A_2,0.42209587
6_GDF11_BMPR1A_3,0.43936
6_GDF11_BMPR1A_4,0.46079883
6_GDF11_BMPR1A_5,0.4344933
6_GDF11_BMPR1A_6,0.4190739
6_GDF11_ACVR1B_0,0.4583225
6_GDF11_ACVR1B_1,0.43185493
6_GDF11_ACVR1B_2,0.43185556
6_GDF11_ACVR1B_3,0.4562955
6_GDF11_ACVR1B_4,0.47197282
6_GDF11_ACVR1B_5,0.4556547
6_GDF11_ACVR1B_6,0.42791888
6_GDF11_ACVR2B_0,0.431347
6_GDF11_ACVR2B_1,0.41732335
6_GDF11_ACVR2B_2,0.41732386
6_GDF11_ACVR2B_3,0.43192732
6_GDF11_ACVR2B_4,0.4546338
6_GDF11_ACVR2B_5,0.41216004
6_GDF11_ACVR2B_6,0.4135215
6_IL1RN_IL1R1_0,0.451303
6_IL1RN_IL1R1_1,0.42298618
6_IL1RN_IL1R1_2,0.42298654
6_IL1RN_IL1R1_3,0.49677944
6_IL1RN_IL1R1_4,0.4633466
6_IL1RN_IL1R1_5,0.5293372
6_IL1RN_IL1R1_6,0.42064142
6_IL36A_IL36RN_0,0.4083966
6_IL36A_IL36RN_1,0.40721527
6_IL36A_IL36RN_2,0.40721574
6_IL36A_IL36RN_3,0.40812674
6_IL36A_IL36RN_4,0.41379616
6_IL36A_IL36RN_5,0.3816423
6_IL36A_IL36RN_6,0.40357006
6_CCL21_GRM7_0,0.4287045
6_CCL21_GRM7_1,0.4182818
6_CCL21_GRM7_2,0.41828254
6_CCL21_GRM7_3,0.4295139
6_CCL21_GRM7_4,0.43250096
6_CCL21_GRM7_5,0.40803695
6_CCL21_GRM7_6,0.41486883
6_CCL21_CCR7_0,0.6322692
6_CCL21_CCR7_1,0.61767155
6_CCL21_CCR7_2,0.617672
6_CCL21_CCR7_3,0.653958
6_CCL21_CCR7_4,0.6359609
6_CCL21_CCR7_5,0.69045496
6_CCL21_CCR7_6,0.6155409
6_MMP7_CD151_0,0.4082968
6_MMP7_CD151_1,0.40772685
6_MMP7_CD151_2,0.40772772
6_MMP7_CD151_3,0.40862453
6_MMP7_CD151_4,0.41671348
6_MMP7_CD151_5,0.3828179
6_MMP7_CD151_6,0.4042203
6_MMP7_SDC1_0,0.40822896
6_MMP7_SDC1_1,0.40698996
